Zip,Median,Mean,Pop
67438,"41,154","45,641",300
67439,"44,481","53,993","3,674"
67441,"48,493","56,970","1,115"
67442,"58,134","73,439",266
67443,"52,450","66,051","1,794"
67444,"41,340","48,827",527
67445,"38,206","43,526",680
67446,"42,508","52,656",617
67447,"50,973","63,369",320
67448,"54,547","68,428","1,374"
67449,"39,471","48,210","3,351"
67450,"38,466","47,697",555
67451,"47,350","55,629",948
67452,"42,080","51,612",201
67454,"38,194","47,414",563
67455,"41,071","49,960","1,980"
67456,"53,306","64,839","4,736"
67457,"42,698","49,544",878
67458,"50,441","61,369",261
67459,"38,275","47,499",251
67460,"54,060","67,300","15,168"
67464,"51,034","65,890","1,090"
67466,"35,784","42,153",774
67467,"49,702","55,634","2,904"
67468,"50,313","61,008",307
67470,"57,830","68,962",456
67473,"34,797","49,343","1,728"
67474,"36,968","50,136",224
67475,"41,724","46,521",283
67478,"45,020","53,004",89
67480,"46,396","55,262","1,805"
67481,"41,053","49,928",590
67482,"51,890","62,804",99
67483,"41,154","45,641",338
67484,"51,414","57,349",891
67485,"41,474","52,072",339
67487,"50,690","61,377","1,422"
67490,"44,645","54,092","1,055"
67491,"51,557","65,860",399
67492,"48,493","56,970",166
67501,"34,577","43,820","27,212"
67502,"51,541","66,566","23,739"
67505,"33,017","39,437","2,457"
67510,"32,820","39,286",281
67511,"45,166","52,639",318
67512,"44,152","50,987",234
67513,"40,521","55,494",93
67514,"33,382","39,972",765
67515,"48,047","71,069",63
67516,"48,047","71,069",447
67518,"47,797","70,414",69
67519,"49,897","68,988",193
67520,"38,437","47,513",415
67521,"47,506","69,743",155
67522,"50,266","61,663","2,049"
67523,"48,878","65,791",373
67524,"42,584","49,431",630
67525,"45,883","55,330","1,119"
67526,"45,714","55,285","2,759"
67529,"49,706","67,450",365
67530,"43,849","57,966","19,699"
67543,"44,745","56,550","2,125"
67544,"44,943","53,429","3,216"
67545,"36,992","54,870",215
67546,"53,066","65,470","2,597"
67547,"34,647","45,481","1,769"
67548,"38,098","46,214","1,467"
67550,"38,032","46,166","5,905"
67552,"49,907","69,072",720
67553,"40,521","55,494",114
67554,"42,552","45,336","4,334"
67556,"41,300","56,615",320
67557,"41,835","54,000",723
67559,"41,934","57,333",52
67560,"47,445","54,170","1,740"
67561,"42,988","52,540","1,538"
67563,"49,988","66,697",371
67564,"46,429","51,862",308
67565,"39,750","47,583",429
67566,"43,290","54,347",650
67567,"46,281","54,710",526
67568,"32,837","39,307",309
67570,"49,894","59,980","1,338"
67572,"47,182","68,950",456
67573,"44,152","50,987",170
67574,"49,706","67,450",252
67575,"40,797","55,854",465
67576,"40,326","52,685","1,915"
67578,"36,992","54,870","1,405"
67579,"43,958","50,986","3,095"
67581,"32,636","39,046",416
67583,"41,081","51,245","1,022"
67584,"46,649","67,515",269
67601,"43,561","56,926","23,797"
67621,"45,474","49,256",393
67622,"32,016","46,195",599
67623,"34,797","49,343",270
67625,"44,141","58,983",257
67626,"39,750","47,633",145
67628,"44,333","52,827",78
67629,"32,904","44,320",143
67631,"39,943","51,062",249
67632,"39,178","47,995",207
67634,"39,750","47,633",301
67635,"39,876","45,612",169
67637,"45,004","55,982","2,651"
67638,"44,333","52,827",230
67639,"45,464","49,335",193
67640,"41,131","49,185",505
67642,"43,200","55,010","1,729"
67643,"35,357","39,137",195
67644,"45,474","49,256",264
67645,"33,215","47,460",546
67646,"44,119","52,299",707
67647,"44,667","52,925",256
67648,"39,370","47,876",549
67649,"39,200","47,823",297
67650,"44,141","58,983",258
67651,"34,941","47,778",485
67653,"34,460","41,032",298
67654,"32,016","46,195","4,362"
67656,"39,856","50,898",156
67657,"42,829","52,166",429
67658,"39,090","47,861",120
67659,"44,141","58,983",154
67660,"50,000","59,155",81
67661,"43,968","49,306","3,483"
67663,"41,919","50,402","2,559"
67664,"44,163","52,657",305
67665,"33,878","50,952","5,162"
67667,"45,433","56,421",204
67671,"50,000","59,155","1,714"
67672,"39,712","50,626","2,359"
67673,"37,136","48,536",108
67674,"50,000","59,155",55
67701,"45,140","56,100","6,502"
67730,"39,797","50,409","1,612"
67731,"31,186","41,657",675
67732,"49,572","68,044",543
67733,"49,455","72,796",149
67734,"48,433","65,304",182
67735,"40,848","49,960","5,476"
67736,"39,379","48,566",228
67737,"40,530","48,633",444
67738,"41,606","49,728",520
67739,"39,780","50,365",258
67740,"42,910","51,809","1,724"
67741,"49,748","73,946",326
67743,"48,269","65,021",158
67744,"39,797","50,409",185
67745,"39,048","49,648",322
67747,"39,375","49,030",158
67748,"40,414","50,834","2,544"
67749,"35,459","41,569","2,317"
67751,"45,175","58,777",259
67752,"43,349","57,377","1,399"
67753,"50,017","66,335",530
67756,"31,186","41,657","2,016"
67757,"50,487","60,816",482
67758,"43,953","54,343","1,016"
67761,"42,703","52,892",249
67762,"43,953","54,343",288
67764,"40,691","51,381",345
67801,"45,544","53,110","30,559"
67831,"37,931","56,208","1,117"
67834,"51,178","62,886",964
67835,"49,782","61,137","2,954"
67836,"36,297","48,937",147
67837,"50,314","62,258",903
67838,519,612,9
67839,"42,323","56,034","1,416"
67840,"37,931","56,208",103
67841,"53,502","64,046",339
67842,"51,367","62,782",427
67843,"32,105","37,575",165
67844,"45,210","57,766",894
67846,"49,681","61,911","33,696"
67849,"41,127","50,255",380
67850,"42,311","56,015",335
67851,"56,367","66,461","2,691"
67853,"50,523","61,700",860
67854,"41,127","50,255","1,407"
67855,"49,706","56,145","1,976"
67857,"23,154","31,217",111
67859,"53,097","67,767",735
67861,"44,288","53,504","1,962"
67862,"49,199","56,186",302
67863,"46,065","55,314",305
67864,"47,267","64,009","2,227"
67865,"39,820","57,167","1,081"
67867,"53,573","64,007","1,578"
67868,"56,385","66,469",198
67869,"44,831","57,582","1,492"
67870,"46,187","60,384","1,765"
67871,"58,155","67,657","4,973"
67876,"51,854","59,722","1,156"
67877,"45,955","60,137","2,255"
67878,"36,318","48,948","2,436"
67879,"55,972","73,844","1,247"
67880,"56,176","66,796","7,815"
67882,"51,565","59,730",346
67901,"43,879","52,143","22,073"
67950,"85,231","109,337","2,571"
67951,"50,711","57,647","4,981"
67952,"43,002","59,090",710
67953,"42,273","59,285",144
67954,"42,273","59,264",661
68001,"50,722","55,145",123
68002,"68,472","75,561","2,094"
68003,"55,690","65,616","3,878"
68004,"38,370","49,260",963
68005,"53,242","61,422","23,481"
68007,"84,048","96,188","2,180"
68008,"61,070","68,804","11,015"
68010,"199,569","316,730",819
68014,"50,722","55,145",333
68015,"63,603","81,770","1,183"
68016,"73,219","82,896",412
68017,"61,609","69,649","1,651"
68018,"62,835","78,273",507
68019,"46,814","55,928",649
68020,"39,530","51,431",892
68022,"84,188","99,596","9,160"
68023,"69,723","86,192","2,416"
68025,"43,785","53,826","29,173"
68028,"82,539","86,602","5,058"
68029,"66,549","73,937",999
68030,"51,042","64,758",908
68031,"42,394","49,032","1,912"
68033,"66,491","75,316",403
68034,"73,675","85,539",849
68036,"52,069","56,892",415
68037,"73,009","83,054","2,031"
68038,"39,483","51,364","1,559"
68039,"39,063","51,540","1,430"
68040,"59,450","67,766",350
68041,"66,243","76,226",966
68042,"66,607","75,462",122
68044,"48,484","55,019",791
68045,"47,294","56,427","2,019"
68046,"75,081","85,136","18,788"
68047,"39,169","51,224","1,836"
68048,"56,583","64,787","11,811"
68050,"58,822","65,648",723
68055,"39,063","51,540",413
68057,"42,394","49,646","1,760"
68058,"68,304","86,593",260
68059,"74,353","88,112","2,932"
68061,"43,763","55,060","2,707"
68062,"39,015","47,349",329
68063,"40,489","46,803",278
68064,"52,463","71,699","3,356"
68065,"65,270","73,245","1,604"
68066,"53,755","61,931","5,056"
68067,"39,062","51,461","1,397"
68068,"68,472","75,561",126
68069,"60,770","88,034","2,090"
68070,"58,822","65,648",811
68071,"39,013","47,149","1,682"
68072,"40,489","46,803",58
68073,"66,406","75,883","1,886"
68102,"29,563","44,974","4,810"
68104,"42,293","51,322","35,399"
68105,"33,458","42,318","24,213"
68106,"48,026","56,948","19,904"
68107,"37,280","43,471","26,658"
68108,"33,880","39,677","13,855"
68110,"27,125","35,443","9,033"
68111,"25,479","33,206","26,101"
68112,"43,199","53,341","12,115"
68113,"56,810","65,612","1,476"
68114,"48,126","81,851","17,214"
68116,"86,480","102,160","8,665"
68117,"50,002","52,691","7,970"
68118,"112,369","139,289","8,595"
68122,"64,110","72,102","5,592"
68123,"64,757","72,779","24,777"
68124,"62,404","91,210","16,051"
68127,"46,108","58,934","22,797"
68128,"58,189","64,484","11,797"
68130,"91,913","112,618","10,634"
68131,"25,933","37,150","13,139"
68132,"56,921","80,832","14,151"
68133,"84,796","98,110","5,082"
68134,"47,811","55,568","28,411"
68135,"106,937","118,959","13,402"
68136,"89,666","105,481","2,297"
68137,"66,433","73,947","24,981"
68138,"67,611","74,978","12,009"
68142,"65,749","77,142","1,425"
68144,"66,046","81,428","25,457"
68147,"50,652","62,395","9,639"
68152,"55,701","70,444","6,268"
68154,"76,406","98,299","23,458"
68157,"57,792","65,871","5,414"
68164,"67,354","77,381","25,113"
68178,"2,499","6,070","1,389"
68301,"58,779","65,927","1,282"
68303,"39,822","48,173",364
68304,"68,140","86,118",333
68305,"41,131","53,095","4,499"
68307,"59,615","67,781",562
68309,"35,707","42,665",140
68310,"40,716","47,781","14,992"
68313,"51,328","64,279",996
68314,"61,099","72,095",362
68315,"39,890","48,184",184
68316,"53,496","70,808",553
68317,"69,253","79,877","1,289"
68318,"37,807","44,781",607
68319,"53,795","71,640",668
68320,"43,971","54,303",434
68321,"43,971","54,303",365
68322,"40,144","48,367",511
68323,"41,969","47,163",325
68324,"62,125","72,004",180
68325,"89,807","117,019",319
68326,"39,890","48,184",311
68327,"38,108","47,884",391
68328,"60,810","68,199",477
68329,"48,412","53,841",708
68331,"60,283","67,546",834
68332,"49,514","53,129",150
68333,"43,435","55,536","7,509"
68335,"39,361","47,384",633
68336,"77,618","91,349",555
68337,"45,094","49,406",460
68338,"48,433","56,326",364
68339,"80,957","87,347",995
68340,"39,890","48,184","1,163"
68341,"56,823","59,583","1,156"
68342,"49,757","57,596",626
68343,"49,442","55,642","1,092"
68344,"62,125","72,004",476
68345,"42,363","47,416",304
68346,"53,907","67,398",551
68347,"62,511","70,118","2,205"
68348,"34,722","41,548",274
68349,"62,378","69,452","1,110"
68350,"48,433","56,326",247
68351,"43,081","50,868","1,011"
68352,"39,602","47,700","5,637"
68354,"42,959","50,530","1,030"
68355,"32,116","41,902","5,662"
68357,"56,543","62,914",447
68358,"67,229","77,118","1,327"
68359,"49,596","56,131","1,804"
68360,"61,099","72,095",488
68361,"43,549","51,224","2,704"
68362,"37,976","47,862",53
68364,"61,099","72,095",172
68365,"43,587","51,275",281
68366,"69,079","87,115","1,028"
68367,"54,309","70,215",555
68368,"79,118","83,618",534
68370,"38,033","47,872","2,160"
68371,"47,150","58,686","1,642"
68372,"69,342","79,976","2,124"
68375,"37,976","47,862",136
68376,"45,179","49,574","1,580"
68377,"48,433","56,326",487
68378,"44,013","54,031",669
68379,"43,971","54,303",63
68380,"41,969","47,163",102
68381,"36,602","43,308",280
68382,"54,643","68,155",39
68401,"46,699","58,507",679
68402,"82,843","93,524","1,128"
68403,"73,219","82,896",205
68404,"78,791","83,496",808
68405,"51,251","64,217","3,241"
68406,"43,473","51,171",515
68407,"68,478","85,804",755
68409,"63,218","70,765",833
68410,"45,592","53,973","8,583"
68413,"62,217","69,921",532
68414,"43,971","54,303",323
68415,"60,810","68,199",730
68416,"42,727","50,122",255
68417,"44,936","58,167",335
68418,"62,125","72,004",976
68419,"69,342","79,976",250
68420,"41,969","47,163","1,532"
68421,"43,971","54,303","1,140"
68422,"59,543","66,630",549
68423,"54,099","66,495",943
68424,"48,433","56,326",852
68428,"82,095","92,787","1,193"
68430,"73,666","82,934","1,157"
68431,"40,833","50,016",435
68433,"45,391","49,363",295
68434,"57,367","68,782","8,181"
68436,"43,587","51,275",693
68437,"40,833","50,016",380
68438,"79,118","83,618",134
68439,"61,099","72,095",527
68440,"48,433","56,326",145
68441,"41,969","47,163",280
68442,"41,162","50,340",383
68443,"49,514","53,129","1,038"
68444,"43,254","50,828",129
68445,"49,025","58,978",191
68446,"44,271","57,384","2,501"
68447,"41,663","46,926",498
68448,"54,229","67,729",450
68450,"36,697","43,094","2,375"
68452,"39,771","49,052",108
68453,"48,456","58,177",376
68454,"62,125","72,004",649
68455,"62,586","69,946",728
68456,"61,099","72,095","1,132"
68457,"40,766","49,830",435
68458,"54,320","60,753",150
68460,"52,951","70,078",925
68461,"71,398","83,758",580
68462,"75,294","91,167","3,047"
68463,"62,713","69,626","1,620"
68464,"49,025","58,978",561
68465,"55,254","56,625","2,324"
68466,"36,990","43,970","2,115"
68467,"44,649","58,568","9,675"
68502,"44,509","56,063","26,587"
68503,"30,677","37,340","15,690"
68504,"33,559","38,418","14,455"
68505,"50,289","54,124","13,545"
68506,"53,174","64,171","27,318"
68507,"52,728","58,199","13,240"
68508,"16,578","23,550","13,175"
68510,"44,641","59,600","21,923"
68512,"67,512","82,247","8,108"
68514,"74,235","89,691",127
68516,"75,649","86,121","32,717"
68517,"73,036","88,199",392
68520,"116,482","177,423","1,157"
68521,"47,052","55,344","25,351"
68522,"59,405","64,386","8,001"
68523,"105,950","122,073","1,115"
68524,"47,319","51,659","4,793"
68526,"99,690","109,960","1,065"
68527,"71,915","87,192",616
68528,"43,213","63,398","3,707"
68531,"77,319","84,785",56
68532,"81,502","89,957",311
68601,"49,607","58,429","26,987"
68620,"40,648","54,427","3,282"
68621,"44,660","57,502",503
68622,"37,222","46,823",292
68623,"41,610","52,533",339
68624,"50,722","55,145","1,138"
68626,"48,605","55,331",720
68627,"41,656","52,026",760
68628,"50,929","57,747",852
68629,"47,290","56,581","1,552"
68631,"49,828","58,235",521
68632,"42,350","50,769","3,778"
68633,"43,450","51,227","1,359"
68634,"56,637","62,088",359
68635,"48,388","55,350",597
68636,"36,971","47,623","1,558"
68637,"37,222","46,823",317
68638,"41,610","52,533","1,927"
68640,"42,666","53,227","1,628"
68641,"46,926","55,614","1,283"
68642,"50,007","58,290","1,890"
68643,"47,731","56,725","1,067"
68644,"49,996","58,305",913
68647,"55,977","61,709",743
68648,"58,908","65,938",444
68649,"50,901","62,339","1,865"
68651,"47,362","56,117","1,508"
68652,"41,656","52,026",866
68653,"55,208","61,267",816
68654,"49,927","60,764",609
68655,"41,656","52,026",189
68658,"50,148","55,195",765
68659,"53,750","72,768",227
68660,"42,751","52,867","1,296"
68661,"48,537","56,804","6,765"
68662,"49,132","58,800","1,203"
68663,"49,626","57,062",856
68664,"40,489","46,803",309
68665,"40,753","46,262","1,017"
68666,"49,432","59,511","1,722"
68667,"48,388","55,350",104
68669,"48,388","55,350",569
68701,"46,109","54,133","30,582"
68710,"41,983","49,276",891
68711,"42,821","51,536",200
68713,"45,501","55,450","2,348"
68714,"39,159","53,026","1,400"
68715,"49,936","58,364","1,371"
68716,"40,085","50,870","1,121"
68717,"42,583","54,600",233
68718,"37,660","47,821","2,022"
68719,"69,388","88,692",179
68720,"37,245","52,665",439
68722,"34,906","45,759",627
68723,"43,859","52,586",614
68724,"35,894","44,359",187
68725,"42,821","51,536",614
68726,"37,287","49,298",866
68727,"42,583","54,600",874
68728,"41,773","48,469",276
68729,"34,504","44,945","1,990"
68730,"39,150","46,397","1,958"
68731,"49,519","56,811","2,538"
68732,"42,180","50,035",276
68733,"44,509","54,043","1,434"
68734,"44,946","54,099",181
68735,"41,638","51,041","1,106"
68736,"39,265","50,079",826
68739,"39,672","50,634","3,193"
68740,"44,040","52,829",840
68741,"51,042","64,758",736
68742,"42,821","51,536",309
68743,"51,042","64,758",685
68745,"42,607","54,562","1,681"
68746,"37,455","48,997",533
68747,"52,826","58,293",221
68748,"49,701","58,424","3,380"
68749,"42,583","54,600",88
68751,"43,036","53,325",67
68752,"49,523","57,844",891
68753,"32,000","43,433",128
68755,"34,906","45,759",320
68756,"36,664","45,561","2,149"
68757,"42,674","53,014",803
68758,"49,359","58,040","1,303"
68759,"37,328","50,573",352
68760,"38,098","45,042","1,360"
68761,"36,984","47,940",482
68763,"39,006","51,210","5,104"
68764,"36,928","51,263",795
68765,"42,758","48,983","1,490"
68766,"44,165","54,044",470
68767,"52,280","57,787","3,225"
68768,"45,815","57,270",789
68769,"41,676","48,990","2,075"
68770,"43,192","53,548","1,695"
68771,"44,687","55,251","1,761"
68773,"37,245","52,665",211
68774,"39,265","50,079",365
68776,"41,122","49,958","14,774"
68777,"35,635","46,685",931
68778,"32,000","43,433",698
68779,"48,511","59,102","2,477"
68780,"48,772","62,632","1,231"
68781,"44,633","54,217","1,624"
68783,"34,151","43,820","1,033"
68784,"42,375","49,658","2,182"
68785,"43,751","52,308",262
68786,"37,430","49,162","1,125"
68787,"50,515","52,549","6,702"
68788,"44,394","58,117","5,472"
68789,"33,920","43,748",226
68790,"43,859","52,586",859
68791,"47,504","57,803","1,976"
68792,"39,265","50,079",454
68801,"43,126","53,096","27,644"
68803,"48,336","58,486","20,086"
68810,"58,321","70,205","1,123"
68812,"54,269","65,806",802
68813,"42,331","53,045",636
68814,"43,734","56,930","1,064"
68815,"37,387","46,081",697
68816,"50,829","58,409",211
68817,"38,943","46,477",446
68818,"50,002","58,919","5,321"
68820,"44,423","52,116",452
68821,"39,000","45,711",194
68822,"41,225","50,181","4,850"
68823,"38,119","44,877","2,327"
68824,"53,574","61,705","1,340"
68825,"44,836","52,242","1,097"
68826,"41,382","47,469","4,010"
68827,"46,645","61,055",807
68828,"40,589","51,537",301
68831,"44,941","52,976",845
68832,"57,864","69,007","1,837"
68833,"39,581","46,089",330
68834,"42,804","48,922",225
68835,"44,925","52,950",605
68836,"54,932","66,888","1,731"
68837,"36,579","44,928",117
68838,"44,423","52,116",367
68840,"49,762","55,820","2,818"
68841,"52,475","62,661",686
68842,"41,181","46,194",771
68843,"48,447","54,259",915
68844,"41,218","48,820",233
68845,"49,093","60,057","17,355"
68846,"48,447","54,259",361
68847,"47,618","53,873","14,469"
68849,"30,154","37,960",550
68850,"40,054","47,636","11,869"
68852,"38,631","46,156",563
68853,"38,631","46,156","1,613"
68854,"51,001","59,587",787
68855,"44,047","57,487",469
68856,"42,431","53,742",630
68858,"49,208","57,046",307
68859,"36,579","44,928",575
68860,"44,818","52,377",359
68861,"56,341","69,393",117
68862,"38,762","46,794","3,167"
68863,"42,583","48,409","1,213"
68864,"46,212","59,364","1,151"
68865,"52,475","62,661",964
68866,"49,113","57,056",907
68869,"48,287","56,091","2,285"
68870,"55,452","67,853",473
68871,"38,631","46,156",278
68872,"47,288","57,655",927
68873,"44,901","52,910","3,170"
68874,"42,066","53,970","1,147"
68875,"41,181","46,194",664
68876,"49,692","55,894","1,732"
68878,"42,348","48,178",474
68879,"34,219","48,827",466
68881,"42,066","53,970",85
68882,"42,411","48,343",460
68883,"54,685","63,926","2,347"
68901,"43,343","54,162","26,316"
68920,"44,656","56,971","1,547"
68922,"38,223","49,142","1,378"
68923,"51,972","60,351",130
68924,"59,820","68,793","1,296"
68925,"56,667","60,422",495
68926,"37,938","48,613",828
68927,"51,121","59,928","1,275"
68928,"42,186","49,993",484
68929,"37,558","45,224",213
68930,"42,431","50,169","1,446"
68932,"38,431","47,931",540
68933,"40,143","49,358","1,075"
68934,"38,635","46,986",215
68935,"39,283","48,164",845
68936,"38,500","49,656",293
68937,"42,881","56,271","1,884"
68938,"39,771","49,052",693
68939,"37,526","45,307","1,319"
68940,"51,972","60,351",562
68941,"45,936","53,201",877
68942,"35,640","44,470",532
68943,"36,331","42,796",345
68944,"47,660","55,670","1,341"
68945,"60,000","68,986",237
68946,"37,938","48,613",73
68947,"36,909","46,895",571
68948,"38,306","49,296",371
68949,"43,510","55,260","6,865"
68950,"56,667","60,422",362
68952,"34,420","43,761",182
68954,"47,450","55,365",101
68955,"60,731","83,875","1,669"
68956,"60,924","84,825","1,232"
68957,"36,879","43,547",686
68958,"51,665","60,193",687
68959,"50,750","63,877","4,165"
68960,"37,558","45,224",218
68961,"36,331","42,796",883
68964,"36,331","42,796",149
68966,"44,656","56,971",744
68967,"39,939","51,103","1,252"
68969,"44,656","56,971",46
68970,"34,569","43,883","1,525"
68971,"44,656","56,971",538
68972,"37,558","45,224",301
68973,"56,667","60,422",518
68974,"36,331","42,796",280
68975,"47,450","55,365",188
68976,"41,442","55,114",315
68977,"43,756","55,851",373
68978,"62,789","86,265","2,521"
68979,"47,028","54,958","1,880"
68980,"50,222","61,326",410
68981,"36,893","46,937",368
68982,"53,517","62,985",744
69001,"41,166","48,491","9,586"
69020,"47,297","56,493",486
69021,"37,031","52,707","1,421"
69022,"39,104","49,585","1,670"
69023,"38,314","52,581",484
69024,"36,358","46,912","1,221"
69025,"40,740","50,368","1,219"
69026,"47,297","56,493",241
69027,"38,314","52,581",128
69028,"42,643","53,084",860
69029,"41,898","52,723",404
69030,"37,077","52,702",447
69032,"45,595","52,559",550
69033,"38,314","52,581","2,542"
69034,"47,056","56,285","1,031"
69036,"47,297","56,493",129
69037,"37,031","52,707",122
69038,"42,493","52,020",571
69039,"33,721","41,689",118
69040,"38,559","48,189",681
69041,"37,031","52,707",200
69042,"42,009","51,936",61
69043,"35,549","46,320",655
69044,"35,549","46,320",850
69045,"39,155","52,589","1,113"
69046,"37,938","48,613",269
69101,"41,176","54,695","27,061"
69120,"42,197","49,006",969
69121,"43,250","48,262",408
69122,"37,554","51,568",683
69125,"37,717","50,986",406
69127,"43,316","55,233",771
69128,"41,248","50,362",344
69129,"37,148","51,309","1,458"
69130,"42,006","54,009","5,519"
69131,"54,359","61,175",589
69132,"69,831","86,268",113
69133,"42,010","50,326",447
69134,"46,957","53,580",427
69135,"38,214","49,739",81
69138,"40,305","53,745","4,421"
69140,"47,000","53,612","1,866"
69141,"55,283","61,741",400
69142,"48,250","65,821",133
69143,"62,302","70,924","1,517"
69144,"43,316","55,233",216
69145,"41,906","50,331","3,363"
69146,"43,314","55,009",373
69147,"36,211","45,852",819
69148,"33,902","43,425",263
69149,"54,100","60,672",774
69150,"47,000","53,612",596
69152,"38,662","45,043",936
69153,"43,123","56,911","6,119"
69154,"32,962","41,562","1,364"
69155,"43,316","55,233","1,082"
69156,"53,420","60,772",809
69157,"39,000","45,711",40
69161,"46,698","63,335",97
69162,"48,956","62,802","7,380"
69163,"37,163","41,437",722
69165,"60,011","66,543","1,656"
69166,"45,208","60,947",683
69167,"50,625","53,749",438
69168,"46,113","53,507",284
69169,"66,663","81,767",658
69170,"57,485","71,016",312
69171,"55,481","67,770",32
69201,"80,835","93,726","4,205"
69210,"28,048","38,619","2,795"
69211,"44,246","52,292",332
69212,"71,823","90,893",288
69214,"28,038","38,607",241
69216,"68,797","89,904",261
69217,"29,074","39,951",547
69218,"43,972","52,176",265
69219,"42,777","51,670",82
69220,"39,742","48,810",49
69221,"38,214","49,739",202
69301,"46,448","52,861","10,734"
69331,"37,717","50,986",92
69333,"37,810","46,564",256
69334,"38,952","51,363","2,488"
69335,"31,719","42,124",69
69336,"37,717","50,986","2,592"
69337,"32,821","42,900","7,001"
69339,"41,790","52,190","1,631"
69340,"31,719","42,124",141
69341,"42,408","53,414","10,494"
69343,"40,172","47,548","2,917"
69345,"34,063","50,705",586
69346,"42,386","56,476",664
69347,"32,266","42,660","1,469"
69348,"48,361","62,014","1,857"
69350,"39,241","46,144",490
69351,"32,103","41,950",233
69352,"41,195","50,417",766
69353,"48,929","56,477",31
69354,"42,019","53,839",118
69355,"48,929","56,477",140
69356,"44,621","48,753","2,095"
69357,"46,702","57,257","3,949"
69358,"39,675","50,203","2,055"
69360,"31,796","42,171","1,513"
69361,"38,337","49,332","17,613"
69365,"31,719","42,124",47
69366,"39,149","47,263",302
69367,"41,759","51,966",258
70001,"50,199","66,380","37,996"
70002,"62,045","85,973","18,879"
70003,"56,762","66,420","40,150"
70005,"60,031","89,696","24,339"
70006,"58,921","76,894","15,703"
70030,"53,848","62,539","4,585"
70031,"57,233","63,490","1,316"
70032,"43,072","46,141","3,635"
70036,"45,188","59,206","1,227"
70037,"66,811","73,222","15,590"
70038,"21,167","38,483",426
70039,"41,970","50,127","2,460"
70041,"29,235","43,235","2,381"
70043,"42,930","55,369","16,760"
70047,"78,568","90,214","13,006"
70049,"29,088","40,524","2,481"
70050,"48,333","53,679",74
70051,"45,078","55,720","2,518"
70052,"55,521","61,218","3,795"
70053,"34,573","46,815","16,499"
70056,"52,023","65,963","39,082"
70057,"61,396","65,951","4,719"
70058,"52,190","61,283","39,887"
70062,"36,169","43,181","17,095"
70065,"56,881","72,589","51,116"
70067,"43,899","59,037","2,757"
70068,"52,911","60,895","32,164"
70070,"70,172","80,276","12,471"
70071,"51,300","67,615","3,653"
70072,"46,291","56,989","56,344"
70075,"44,831","54,007","4,417"
70076,"45,078","55,720",292
70079,"54,431","65,624","3,067"
70080,"55,083","63,481","1,556"
70083,"38,019","50,261","2,353"
70084,"40,406","50,410","7,552"
70085,"32,732","48,168","4,427"
70086,"39,299","42,049","1,969"
70087,"46,643","57,546","8,122"
70090,"53,984","65,158","7,671"
70091,"20,938","38,067",275
70092,"37,746","44,398","6,651"
70094,"40,757","49,950","31,669"
70112,"28,621","44,051","3,655"
70113,"21,198","32,140","7,025"
70114,"34,356","44,978","22,870"
70115,"53,127","82,774","31,695"
70116,"36,252","56,873","11,507"
70117,"28,853","34,393","23,381"
70118,"44,149","72,436","33,008"
70119,"27,500","37,384","31,065"
70121,"42,184","53,732","12,029"
70122,"45,901","54,000","28,564"
70123,"62,081","80,436","26,475"
70124,"78,802","105,365","16,820"
70125,"47,605","63,031","14,479"
70126,"31,165","38,496","22,476"
70127,"33,153","41,244","20,471"
70128,"47,185","52,015","17,113"
70129,"28,954","40,448","9,062"
70130,"47,591","79,242","14,064"
70131,"60,101","74,524","29,915"
70301,"48,277","63,617","39,934"
70339,"48,632","57,238","6,033"
70340,"29,518","38,342",109
70341,"37,354","53,845","4,449"
70342,"50,556","64,613","4,979"
70343,"60,555","68,779","5,504"
70344,"40,001","54,783","6,143"
70345,"50,401","57,636","9,754"
70346,"35,022","46,353","10,925"
70352,"39,156","52,623",205
70353,"36,480","47,370","1,402"
70354,"44,113","53,374","4,931"
70355,"42,750","54,067","1,041"
70356,"39,780","53,119","2,484"
70357,"35,769","54,015","3,043"
70358,"55,363","60,544","1,296"
70359,"44,811","53,725","8,408"
70360,"69,766","82,466","26,429"
70363,"39,201","50,341","26,513"
70364,"49,983","62,180","30,503"
70372,"40,587","52,252","2,518"
70373,"41,534","57,706","7,141"
70374,"47,349","61,042","7,125"
70375,"42,750","54,067",125
70377,"43,348","60,552","4,403"
70380,"44,658","53,037","22,928"
70390,"48,316","59,350","6,969"
70391,"44,231","54,297",202
70392,"42,242","55,576","8,456"
70393,"44,231","54,297",774
70394,"46,227","59,249","14,328"
70395,"59,496","76,914","4,658"
70397,"40,231","61,039","1,365"
70401,"40,381","60,127","20,415"
70402,"36,250","65,543","1,514"
70403,"42,599","52,806","26,011"
70420,"24,813","30,782","3,071"
70422,"32,806","42,521","13,797"
70426,"27,357","38,277","6,342"
70427,"29,752","44,408","20,033"
70431,"55,703","69,994","5,000"
70433,"61,309","81,706","31,133"
70435,"54,597","70,138","16,368"
70436,"29,867","42,521",629
70437,"52,752","65,820","7,918"
70438,"34,613","45,859","18,540"
70441,"27,250","44,596","5,112"
70442,"46,692","54,313",277
70443,"33,559","43,861","10,232"
70444,"21,503","30,763","7,242"
70445,"44,884","58,188","10,744"
70446,"46,712","56,182","5,877"
70447,"79,337","93,499","10,150"
70448,"79,586","94,215","24,851"
70449,"50,693","63,885","3,611"
70450,"31,828","45,691","2,884"
70451,"39,389","46,254",182
